Topic,Count,Name,CustomName,Representation,OpenAI,Representative_Docs
126,385,126_elterngeld_elterngelds_elterngeldes_elterngeldmonate,Elterngeld und Familienpolitik,"['elterngeld', 'elterngelds', 'elterngeldes', 'elterngeldmonate', 'familienpolitik', 'partnerschaftsbonus', 'elternzeit', 'elternteile', 'plus', 'elternteil']",['Familienunterstützung und Elterngeld Reformen'],"['Im Bericht zum Elterngeld Plus und zu den Partnerschaftsbonusmonaten wird deutlich, dass 70\xa0Prozent der Eltern, die den Partnerschaftsbonus in Anspruch nehmen, diesen positiv bewerten. Der Partnerschaftsbonus umfasst vier Elterngeldmonate. Ich möchte das allen, die nicht jeden Tag Elterngeld-Politik machen, einmal erklären: Normalerweise bekommt man das Elterngeld für 12\xa0plus zwei weitere Monate. Beim Elterngeld Plus kann man, wenn man zusätzlich den Partnerschaftsbonus in Anspruch nimmt, die Leistung 28\xa0Monate beziehen und parallel in Teilzeit arbeiten. Während der vier Partnerschaftsbonusmonate arbeiten beide Elternteile.', 'Elterngeld Plus und Partnerschaftsbonus sorgen dafür, dass eine Erwerbstätigkeit während des Bezugs von Elterngeld attraktiv ist.', 'Das Elterngeld Plus hat ja den Sinn, partnerschaftliche Betreuungsmodelle zu unterstützen und jungen Frauen, die arbeitshungrig und gut qualifiziert sind und in ihre Arbeit zurückwollen, die Möglichkeit dazu zu geben bzw. es zu erleichtern. Daher ist es interessant, zu sehen, inwiefern das Elterngeld Plus die Nutzung des Elterngelds insgesamt erweitert. Wir wollten Sie gerne fragen, wie viele Eltern insgesamt das Elterngeld, also sowohl das Basiselterngeld als auch das Elterngeld Plus und den Partnerschaftsbonus, nutzen.']"
127,383,127_seenotrettung_seenotrettungsorganisationen_seenotretter_rettungsschiffe,Humanitäre Seenotrettungspolitik in Europa,"['seenotrettung', 'seenotrettungsorganisationen', 'seenotretter', 'rettungsschiffe', 'seenotretterinnen', 'seerecht', 'rettung', 'retten', 'boote', 'booten']",['Mittelmeer-Seenotrettung'],"['Herr Minister, im letzten Aktionsplan für den Bereich Menschenrechtspolitik hat die Bundesregierung ihre Beteiligung an der Mittelmeermission EUNAVFOR MED Operation Sophia vor allen Dingen damit begründet, dass diese Mission die Menschen auf dem Mittelmeer vor dem Ertrinken rettet. Im Januar\xa02019 wurde die deutsche Beteiligung an dieser Operation ausgesetzt. Die zivile Seenotrettung auf dem Mittelmeer befindet sich in einer sehr schwierigen Situation. Daher drängt sich förmlich die Frage auf: Wie rechtfertigt die Bundesregierung diesen Schritt? Vor allen Dingen: Was tut sie konkret, um die zivile Seenotrettung im Mittelmeer zu unterstützen, vielleicht auch staatlich zu finanzieren? Was wird alternativ getan, um die auf dem Mittelmeer in Seenot geratenen Menschen vor dem Ertrinken zu retten? Was tut die Bundesregierung konkret für diese Personengruppe, vor allen Dingen mit Blick auf die Verteilung innerhalb der Europäischen Union?', 'Das ist der Kern; denn wenn Seenotrettung der Schlüssel nach Europa wird, dann wird Seenot zum Selbstzweck,', 'Wenn wir, meine Damen und Herren, über die Sicherheit im Mittelmeer sprechen, dann sollten wir nicht unerwähnt lassen, dass letzte Woche 60\xa0Menschen im Mittelmeer ertrunken sind. Darauf wird dieses Mandat, auch wenn es die völkerrechtliche Verpflichtung zur Seenotrettung betont, nicht alleine die Antwort geben. Es beschämt mich, dass Menschen im Mittelmeer vor unseren Grenzen ertrinken. Deshalb ist und bleibt es so wichtig, dass sich die Bundesregierung in Europa mit Nachdruck für eine europäisch koordinierte und staatlich getragene Seenotrettung einsetzt. Auch das ist ein immenser Beitrag zur Sicherheit im Mittelmeer. Solange es diese staatlich koordinierte Seenotrettung noch nicht gibt, so lange sollten wir auch der Seenotrettung auf dem Mittelmeer keine Steine in den Weg legen.']"
128,380,128_afrika_africa_afrikanische_afrikas,Afrika-Strategie und Zusammenarbeit,"['afrika', 'africa', 'afrikanische', 'afrikas', 'afrikanischen', 'afrikaner', 'entwicklungspolitik', 'länder', 'ländern', 'kontinent']",['Afrika-Strategie und Partnerschaft'],"['Afrika braucht eine ernstgemeinte wirtschaftliche Zusammenarbeit, gerade auch im deutschen Interesse. Wer Afrika wirklich fördern will, wer Afrika wirklich auf einen besseren Weg der Nachhaltigkeit und Teilhabe bringen will, dem muss klar sein: Afrika ist Afrika und nicht Europa.', 'Afrika als Kontinent der Chancen\xa0– für Europa, für uns, aber auch für die Menschen in Afrika. Das ist unser Interesse, und das sollte regelmäßig an dieser Stelle besprochen werden.', 'Liebe Kolleginnen und Kollegen, ein Wort zum Chancenkontinent Afrika. Ich begrüße es, dass sich der Blick auf diese Region der Welt zunehmend wandelt\xa0– auch wenn man das hier nicht unbedingt gehört hat\xa0–, weg von einem Bild, das von Krisen, Armut und Hunger dominiert ist. Jetzt gilt es, unsere Afrika-Politik gut zwischen den einzelnen Ministerien abzustimmen. Das ist in meinen Augen noch nicht der Fall. Wir haben den „Marshallplan mit Afrika“, den „Compact with Africa“, die „Initiative Pro! Afrika“. Alle befassen sie sich mit Afrika, sind aber leider nicht immer abgestimmt.']"
129,344,129_lieferkettengesetz_lieferkettengesetzes_lieferkette_lieferketten,Lieferkettengesetz und Mittelstand,"['lieferkettengesetz', 'lieferkettengesetzes', 'lieferkette', 'lieferketten', 'menschenrechte', 'gesetz', 'menschenrechtsverletzungen', 'bundesregierung', 'umweltstandards', 'wirtschaft']",['Lieferkettengesetz und Menschenrechte'],"['Frau Bundeskanzlerin, „Ausbeutung #Made in Germany“ ist eine Kampagne der Zivilgesellschaft in Deutschland rund um die Initiative Lieferkettengesetz. Wir haben gemeinsam im Koalitionsvertrag verabredet, dass ein Lieferkettengesetz kommen soll. Ich kann jedenfalls für meine Fraktion als Koalitionspartner sagen, dass diese Fraktion geschlossen für ein solches Lieferkettengesetz ist.', 'Und darum ging es, werte Kolleginnen und Kollegen von der Union, als wir dieses Lieferkettengesetz beschlossen haben. In dieser Kenntnis haben wir gemeinsam, und damit meine ich Sie von der CDU/CSU und uns von der SPD, dieses Lieferkettengesetz beschlossen. Was Sie jetzt machen, ist eine Rolle rückwärts. Sie schwanken, Sie fallen um. Sie wollen nicht das Lieferkettengesetz aussetzen; Sie wollen die Geltung der Menschenrechte aussetzen.', 'Wir beschließen heute das schärfste Lieferkettengesetz der Welt,']"
130,339,130_lng_terminals_terminal_erneuerbaren,LNG-Infrastruktur und Energiepolitik,"['lng', 'terminals', 'terminal', 'erneuerbaren', 'planungsbeschleunigung', 'fracking', 'schiffe', 'lubmin', 'energien', 'beschleunigungsgesetzes']",['LNG-Terminals und Energieversorgung'],"['Sehr geehrte Frau Präsidentin! Kolleginnen und Kollegen! Seit Monaten protestieren Tausende Menschen auf Rügen gegen LNG-Terminals. Nach Ihrem LNG-Beschleunigungsgesetz sollen LNG-Terminals mit Fertigstellung 2026 für 20\xa0Jahre in Betrieb bleiben. Das widerspricht der angestrebten Klimaneutralität.', 'Zweitens, die LNG-Terminals: Wir haben zur Hochzeit\xa0– ja, es war zu viel, und die Abhängigkeit war schlecht\xa0– 55\xa0Milliarden Normkubikmeter Gas durch die Pipeline aus Russland bekommen. Jetzt haben wir LNG-Terminals. Die Kapazität eines LNG-Terminals pro Jahr beläuft sich auf 5\xa0Milliarden Normkubikmeter. Nach Adam Riese braucht man also elf LNG-Terminals und Regasifizierungseinheiten, um die Kapazität russischen Pipelinegases zu kompensieren. Wir haben in Zukunft drei solcher Terminals, wenn der in Hamburg gebaut wird und nicht pleitegeht. Das heißt, die Kapazität ist schon nicht ausreichend.', '– dass LNG-Terminals noch in diesem Jahr gebaut werden können.']"
131,326,131_kinderpornografie_kindesmissbrauchs_kindesmissbrauch_kinderpornografischen,Kindesmissbrauch und Kinderpornografiebekämpfung,"['kinderpornografie', 'kindesmissbrauchs', 'kindesmissbrauch', 'kinderpornografischen', 'verbrechen', 'straftaten', 'missbrauchs', 'missbrauch', 'prävention', 'kinder']",['Bekämpfung sexuellen Kindesmissbrauchs'],"['Sexualisierte Gewalt an Kindern ist ein ernstes Problem; gleichzeitig ist es unangenehm, diesen Straftaten\xa0– nichts anderes ist sexualisierte Gewalt an Kindern\xa0– mit offenem Visier entgegenzutreten. Der Kampf gegen sexualisierte Gewalt an Kindern und Jugendlichen gehört daher täglich auf die Tagesordnung unseres politischen Handelns.', 'Abschließend, aus aktuellem Anlass\xa0– ich gehe davon aus, dass die Frau Ministerin darauf eingehen wird, weil es so ein brennendes Thema ist\xa0–: Das BKA hat gestern die aktuellen Zahlen zum Kindesmissbrauch, zur sexuellen Gewalt an Kindern veröffentlicht, und diese Zahlen sind nicht nur erschreckend; ich habe dafür einfach gar keine Worte. 17\u202f704\xa0Kinder sind im vergangenen Jahr Opfer von sexuellem Missbrauch geworden. Besitz, Herstellung, Verbreitung kinderpornografischen Materials\xa0– die Zahlen haben sich innerhalb eines Jahres mehr als verdoppelt. Frau Ministerin Paus, Sie sind gemeinsam mit der Bundesinnenministerin die Schutzanwältin der Kinder. Nehmen Sie diese Aufgabe bitte ernst! Datenschutz darf nicht länger Täterschutz sein. Zeigen Sie, dass dieses Thema Priorität in dieser Bundesregierung hat!', 'Sehr geehrte Frau Präsidentin! Werte Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Sehr geehrter Minister Buschmann, Sie haben es ausgeführt: Sexualisierte Gewalt gegen Kinder zählt zu den schlimmsten Straftaten. Die Opfer gehören zur schwächsten Gruppe einer Gesellschaft, weil sie sich gegen ihre Peiniger praktisch nicht wehren können. Eine Form der Tatbegehung stellen die Verbreitung, der Erwerb und der Besitz kinderpornografischen Materials dar. Diese ist Gegenstand des von Ihnen heute vorgestellten Gesetzentwurfs. Sie lieferte auch in der letzten Legislaturperiode den Anlass für den Kampf des Gesetzgebers gegen diese abscheulichen Taten; denn während die Zahl entsprechender Straftaten laut Polizeilicher Kriminalstatistik 2020 noch bei 18\u202f700 Fällen lag, waren es 2022 bereits über 42\u202f000 Fälle. Wohlgemerkt, das waren die, die bekannt geworden sind; das Dunkelfeld ist weitaus größer. Die Weltgesundheitsorganisation schätzt, dass in Deutschland bis zu 1\xa0Million Kinder und Jugendliche Opfer von sexualisierter Gewalt durch Erwachsene geworden sind.']"
132,321,132_bundesverfassungsgericht_bundesverfassungsgerichtsurteil_bundesverfassungsgerichtes_verfassungsgericht,Verfassungsgerichtsurteile und Verfassungstreue,"['bundesverfassungsgericht', 'bundesverfassungsgerichtsurteil', 'bundesverfassungsgerichtes', 'verfassungsgericht', 'bundesverfassungsgerichts', 'verfassungsgerichts', 'verfassungsrecht', 'grundgesetz', 'verfassung', 'verfassungswidrig']",['Bundesverfassungsgericht Entscheidungen und Klagen'],"['Ihre grundsätzliche Äußerung zum Bundesverfassungsgericht ist falsch. Sie verschweigen, dass das Bundesverfassungsgericht nur deshalb in der Sache nicht judiziert hat, weil die Klagebefugnis des Klägers bestritten war\xa0– nicht weil das Bundesverfassungsgericht inhaltlich nicht der Meinung wäre, man müsse es gesetzgeberisch beordern. Das war der erste Punkt.', 'Das Bundesverfassungsgericht, das von Ihnen jetzt inflationär bemüht wird,', '– Wir haben auf das Urteil des Bundesverfassungsgerichts gewartet.']"
133,321,133_scholz_bundeskanzler_kanzler_kanzlerkandidaten,Olaf Scholz’ Führungsstil,"['scholz', 'bundeskanzler', 'kanzler', 'kanzlerkandidaten', 'bundeskanzlers', 'olaf', 'schäuble', 'bundesregierung', 'finanzminister', 'regierung']","[""Olaf Scholz' Kanzlerschaft und Führung""]","['In ihrer Auffassung werde sie auch von Bundeskanzler Olaf Scholz unterstützt.', 'Was war denn der Beitrag von Olaf Scholz? Er hat Fragelisten vorgelegt.', 'Im Dezember 2020 sprach ich dann selbst mit Olaf Scholz.']"
134,320,134_belarus_belarussischen_belarussische_belarussen,Unterstützung der belarussischen Opposition,"['belarus', 'belarussischen', 'belarussische', 'belarussen', 'lukaschenko', 'lukaschenkos', 'minsk', 'lukaschenkas', 'lukaschenka', 'russland']",['Unterstützung der Opposition in Belarus'],"['In der Europäischen Union soll ein Plan zur politischen und wirtschaftlichen Unterstützung von Belarus im Falle demokratischer Umwälzungen vorangetrieben werden. Das heißt, Sie wollen einen Plan in Europa machen, um Belarus gegen Russland in Stellung zu bringen und den russischen Konflikt sogar auf Belarus auszudehnen.', 'Es ist erfreulich, dass heute die Vertreter des Vereinigten Übergangskabinetts von Belarus unter uns sind. Auch ich darf Sie herzlich willkommen heißen. Ich freue mich insbesondere über das Wiedersehen mit Swetlana Tichanowskaja. Sie sind an der Spitze der Delegation, und es ist schon angesprochen worden: Sie sind die legitime Gewinnerin der Präsidentschaftswahlen von 2020 in Belarus,', 'Es ist gut, dass wir diese Unterdrückung nicht hinnehmen, sondern für die Freiheitsrechte des Volkes und jedes einzelnen Staatsbürgers von Belarus eintreten. Und es ist gut, dass die Opposition im Exil unter Leitung von Swetlana Tichanowskaja nicht nur geeint auftritt, sondern ebenfalls ihren Beitrag dazu leistet, die Aufmerksamkeit hochzuhalten und das Schicksal von Belarus, diesem kleinen Staat im Herzen Europas, nicht in Vergessenheit geraten zu lassen. Wir alle haben die Aufgabe, diese Aufmerksamkeit weiter hochzuhalten; das ist das, was wir den Menschen in Belarus schulden.']"
135,318,135_steuerprogressionsbericht_kalten_steuererhöhung_progression,Kalte Progression und Steuerreform,"['steuerprogressionsbericht', 'kalten', 'steuererhöhung', 'progression', 'kalte', 'steuererhöhungen', 'progressionsbericht', 'inflation', 'rechtsverschiebung', 'inflationsrate']",['Kalte Progression und Inflation'],"['Seit 2012\xa0– das müssten Sie wissen\xa0– gibt es den Bericht über die Wirkung der kalten Progression. Dort zeigt sich, dass die kalte Progression ausgeglichen wurde. Das spielte in den letzten Jahren eine geringere Rolle, weil die Inflation so niedrig war. Jetzt, wo sie aber höher ist, haben wir mit dem Inflationsausgleichsgesetz nicht nur die inflationsbedingten Mindereinnahmen respektive die kalte Progression ausgeglichen,', 'Zu den Fakten bei der kalten Progression ist mitzuteilen, dass die kalte Progression bei geringer Inflation kaum eine Rolle spielt. In 2016 gab es kaum finanzielle Auswirkungen durch die kalte Progression. Es gibt also entweder keine Inflation und damit wenig kalte Progression oder eine höhere Inflation und damit kalte Progression. Dann besteht natürlich ein Problem im Tarif, und das müssen wir angehen. Das werden wir auch weiter verfolgen. Im Grundsatz aber gibt es dieses Problem im Augenblick nicht. Es ist eine theoretische Debatte.', 'Abschaffen können wir die kalte Progression also nicht, ihre Wirkung können wir aber kompensieren.']"
136,315,136_minijobs_minijobbern_minijobberinnen_minijob,Minijobs und Sozialversicherung,"['minijobs', 'minijobbern', 'minijobberinnen', 'minijob', 'minijobgrenze', 'minijobber', 'midijobs', 'midijob', 'mindestlohns', 'sozialversicherungspflichtig']",['Minijobs und Sozialversicherungspflicht'],"['Und schlussendlich: Die Minijobs sind auch eine Chance für Langzeitarbeitslose. Das Forschungsinstitut zur Zukunft der Arbeit hat in einer Studie nachgewiesen: Ein Minijob zur richtigen Zeit der Arbeitslosigkeit, also zwischen dem ersten und zweiten Jahr der Arbeitslosigkeit, ermöglicht es, dass dieser Minijob die Chancen auf die Integration in eine voll sozialversicherungspflichtige Beschäftigung auf 40\xa0Prozent erhöht. Minijobs sind eine Leiter in den Arbeitsmarkt, und auch deshalb sollten wir die Minijobs stärken, liebe Kolleginnen und Kollegen.', 'Liebe Kolleginnen und Kollegen von den Linken, Minijobs verdrängen keine sozialversicherungspflichtige Beschäftigung.', 'Das, verehrte Damen und Herren, führt dazu, dass aus Ihrer Sicht auch ein Feldzug gegen die Minijobs geführt werden muss. Die Minijobs wurden ja mal unter links-grüner Regierung ganz abgeschafft, zumindest für den Personenkreis, der bereits in sozialversicherungspflichtiger Beschäftigung war. Erst aufgrund des Drucks von der Union im Rahmen der Hartz-IV-Reformen wurden diese Minijobs wieder ermöglicht. Das war auch gut so, und zwar für viele Menschen in unserem Land: 6,8\xa0Millionen Menschen sind in einem Minijob tätig. Das bedeutet nicht nur niedrigste Einkommen und niedrigste Löhne; denn auch beim Minijob können hohe Stundenlöhne gezahlt werden. Das ist da gar nicht infrage gestellt. Das heißt also nicht Niedrigstlöhne, sondern das bedeutet, dass jemand wie etwa ein Polizist in einem Minijob zusätzlich noch etwas verdient, um seine Lebenssituation insbesondere in den Städten aufzubessern. Wir wissen das auch von Frauen. In Minijobs sind nicht nur Frauen beschäftigt, Frau Kollegin, sondern zu 53\xa0Prozent sind es Männer, die die Minijobs ausüben.']"
137,304,137_weltgesundheitsorganisation_organisationen_gesundheitspolitik_welt,WHO-Finanzierung und globale Gesundheitspolitik,"['weltgesundheitsorganisation', 'organisationen', 'gesundheitspolitik', 'welt', 'gesundheitsversorgung', 'weltweit', 'health', 'gesundheitssysteme', 'gesundheit', 'globalen']",['Globale Gesundheit und WHO'],"['Das gilt also insbesondere auch für die Weltgesundheitsorganisation WHO.', 'Herr Präsident! Liebe Kolleginnen und Kollegen! Die globale Gesundheit und somit auch die Weltgesundheitsorganisation sind nicht erst seit der Covid-19-Pandemie in der Krise. Ein großes Problem sind die Finanzierung, viel zu geringe Pflichtbeiträge der Staaten an die WHO und somit zusammenhängende Interessenkonflikte. Im Jahresbudget der WHO von etwa 2,2\xa0Milliarden US-Dollar machen 80\xa0Prozent größere Spenden von Unternehmen aus, insbesondere aus der Pharmabranche. Dadurch ist die WHO seit 2001 in die Arme der Industrie getrieben worden, wodurch die Neutralität der WHO gefährdet ist.', 'Die WHO ist kein abstraktes Gebilde\xa0– die WHO, das sind ihre Mitgliedstaaten. Die WHO trifft sich einmal jährlich zur Weltgesundheitsversammlung, zur\r\n                    WHA. Dort werden Beschlüsse verabschiedet, die durch die Mitgliedstaaten eingebracht und vorbereitet werden. Die WHO ist urdemokratisch,']"
